,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,H/A/N,Conference,Opponent,Opponent Conference,Date,Location,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,NCON MM,Mid Major Opponent,Opponent Wins,Opponent Losses,Opponent Win Percentage,Opponent Won More than 20,Opponent Lost more than 15,Record Differential,Record Differential Squared,Win Differential Squared,SM,Line,(SM+Line)^2,(SM+Line+10)^2,Cover Spread,Largest Lead,Largest Deficit,Volatility,Lost as Favorite,Won as Underdog,Tournament Caliber Game ,Win Game within 8,Under .500 Opp min 5 games,15+ Win Within .150 WD min 5g,No double digit lead,Above 5 and below 15 leads,Beat line by double digits,Won by 20 against over .500 team,Within 10 line,Line over 20,Over/Under Line,Total Points,Player Points given up,Opp Coach Value,Opp Historical Value,Standard Point,Game Coding,Potential Game Coding Next Season,Personal Score Thought,"THINK ABOUT ON THE ROAD FAVORITES, within 10 line, 20+ line, power conference vs power conference, actually name the conference for opponent, road x conference, add attendance back,  ranked opponents, top 5, top 10, (sm+line+10)^2 vs ranked, lead/deficit both within 15, both l/d between 7-15, wins by top 25 opponent, actively in bracketology?, power non conference road game, add opponent coach rating",SOS Median,SOS Min,SOS Max,SOS STDEV,SOS SUM
Connecticut,,,,,,,,,,,,,,,1,0.666666666666667,,,,,,,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.881551167968,-23.0169310883484,-6.25146959070908,8.58983530739647,-47.1499518470255
,Connecticut,HOME,Big East,Sacred Heart,MAAC,"Nov 6, 2024","Storrs, CT","10,299",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,36,-35.5,0.25,110.25,1,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,149.5,148,0,115.448740929092,97.201,1,112,21112,15,,-6.25146959070908,-6.25146959070908,-6.25146959070908,-6.25146959070908,-6.25146959070908
,Connecticut,HOME,Big East,New Hampshire,American East,"Nov 9, 2024","Hartford, CT","15,684",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,0,39,-36.5,6.25,156.25,1,39,5,195,0,0,0,0,0,0,0,0,0,0,0,1,152.5,145,0,134.552791165159,97.201,1,112,21112,15,,-23.0169310883484,-23.0169310883484,-23.0169310883484,-23.0169310883484,-23.0169310883484
,Connecticut,HOME,Big East,Le Moyne,NEC,"November 13, 2024","Hartford, CT","15,664",1,0,0,0,0,0,1,1,2,0.333333333333333,0,0,0.666666666666667,0.444444444444445,-1,41,-38.5,6.25,156.25,1,41,3,123,0,0,0,0,0,0,0,0,0,0,0,1,150.5,139,0,134.598738758759,97.201,1,112,21112,0,,-17.881551167968,-17.881551167968,-17.881551167968,-17.881551167968,-17.881551167968
Coppin St.,,,,,,,,,,,,,,,0.5,1,,,,,,,1.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.69462085119,-4.8335296555,105.2994323445,43.99202386217,233.364731222924
,Coppin St.,AWAY,MEAC,Wake Forest,ACC,"Nov 4, 2024","Winston-Salem, NC",8956,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-15,34.5,380.25,870.25,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,1,143.5,113,0,4.17833445,6.971,1,211,21211,20,,105.2994323445,105.2994323445,105.2994323445,105.2994323445,105.2994323445
,Coppin St.,AWAY,MEAC,High Point,Big South,"Nov 6, 2024","High Point, NC",3017,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-42,25.5,-272.25,-42.25,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,142.5,144,0,4.17833445,6.971,1,212,21212,15,,-4.8335296555,-4.8335296555,-4.8335296555,-4.8335296555,-4.8335296555
,Coppin St.,HOME,MEAC,UMBC,American East,"Nov 14, 2024","Baltimore, MD","1,284",1,0,0,0,0,0,1,2,1,0.666666666666667,0,0,-0.666666666666667,-0.444444444444445,4,-25,12.5,-156.25,-6.25,0,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,145.5,159,0,0.7681912172,6.971,1,112,21112,5,,-1.67827853227244,-1.67827853227244,-1.67827853227244,-1.67827853227244,-1.67827853227244
,Coppin St.,AWAY,MEAC,Miami FL,ACC,"Nov 17, 2024","Coral Gables, FL","5,361",1,0,1,0,0,0,0,2,0,1,0,0,-1,-1,4,-30,37.5,56.25,306.25,1,0,30,0,0,0,0,0,0,0,0,0,1,0,0,1,141.5,156,0,0.7136363816,6.971,1,211,21211,0,,63.187865363816,63.187865363816,63.187865363816,63.187865363816,63.187865363816
,Coppin St.,AWAY,MEAC,Virginia,ACC,"Nov 11, 2024","Charlottesville, VA","13,294",1,0,1,0,1,1,0,1,0,1,0,0,-1,-1,1,-17,26.5,90.25,380.25,1,2,28,56,0,0,0,0,0,0,0,0,1,0,0,1,129.5,107,0,0.825776877,6.971,1,211,22211,0,,59.12471676877,59.12471676877,59.12471676877,59.12471676877,59.12471676877
,Coppin St.,HOME,MEAC,Rider,MAAC,"Nov 9, 2024","Baltimore, MD",492,1,0,0,0,0,0,1,1,1,0.5,0,0,-0.5,-0.25,1,-11,10.5,-0.25,90.25,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,136.5,117,0,0.886393361,6.971,1,112,21112,20,,12.26452493361,12.26452493361,12.26452493361,12.26452493361,12.26452493361
Cornell,,,,,,,,,,,,,,,1,1.33333333333333,,,,,,,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12415608337177,-4.91475314382,18.50309614618,11.8991002768251,16.7124990857318
,Cornell,HOME,Ivy,Samford,WCC,"Nov 8, 2024","Ithaca, NY",964,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,2.5,20.25,210.25,1,13,9,117,0,1,0,1,0,0,0,1,1,0,1,0,167.5,174,0,5.713414618,18.884,1,112,22112,20,,18.50309614618,18.50309614618,18.50309614618,18.50309614618,18.50309614618
,Cornell,AWAY,Ivy,La Salle,A10,"Nov 12, 2024","Philadelphia, PA","1,634",1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,-16,4.5,-132.25,-2.25,0,3,20,60,0,0,0,0,0,0,0,0,0,0,1,0,157.5,170,0,58.433985618,18.884,1,212,21212,5,,-4.91475314382,-4.91475314382,-4.91475314382,-4.91475314382,-4.91475314382
,Cornell,HOME,Ivy,Lafayette,Patriot,"Nov 16, 2024","Ithaca, NY",0,1,0,0,0,0,0,1,1,2,0.333333333333333,0,0,0.333333333333334,0.111111111111112,-1,10,-10.5,-0.25,90.25,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,152,0,45.4893638927333,18.884,1,112,21112,28,,3.12415608337177,3.12415608337177,3.12415608337177,3.12415608337177,3.12415608337177
Creighton,,,,,,,,,,,,,,,1,1,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5842091821293,-48.268393658796,5.33372022140181,22.6989124556772,-106.103091801653
,Creighton,HOME,Big East,UT Rio Grande Valley,Southland,"Nov 6, 2024","Omaha, NE","15,969",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,-29.5,-272.25,-42.25,0,14,4,56,0,0,0,0,0,0,0,0,0,0,0,1,155.5,185,0,86.9881743327362,87.696,1,112,21112,0,,-33.4250602566726,-33.4250602566726,-33.4250602566726,-33.4250602566726,-33.4250602566726
,Creighton,HOME,Big East,Houston Christian,Southland,"Nov 13, 2024","Omaha, NE","16,348",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-1,35,-35.5,-0.25,90.25,0,44,4,176,0,0,0,0,0,0,0,0,0,0,0,1,153.5,121,0,119.352589241403,87.696,1,112,21112,5,,-29.743358107586,-29.743358107586,-29.743358107586,-29.743358107586,-29.743358107586
,Creighton,HOME,Big East,UMKC,Summit,"Nov 16, 2024","Omaha, NE","16,951",1,0,0,0,0,0,1,2,1,0.666666666666667,0,0,0.333333333333333,0.111111111111111,-1,23,-22.5,0.25,110.25,1,34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,146.5,135,0,119.389444362403,87.696,1,112,21112,15,,5.33372022140181,5.33372022140181,5.33372022140181,5.33372022140181,5.33372022140181
,Creighton,HOME,Big East,Fairleigh Dickinson,NEC,"Nov 10, 2024","Omaha, NE","16,741",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,0,26,-33.5,-56.25,6.25,0,35,8,280,0,0,0,0,0,0,0,0,0,0,0,1,163.5,166,0,119.315734120403,87.696,1,112,21112,20,,-48.268393658796,-48.268393658796,-48.268393658796,-48.268393658796,-48.268393658796
Dartmouth,,,,,,,,,,,,,,,1,0.333333333333333,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.366331485996,-46.59333872611,-3.424024332936,22.733263377184,-87.383694545042
,Dartmouth,HOME,Ivy,Sacred Heart,MAAC,"Nov 9, 2024","Hanover, NH",802,1,0,0,0,0,0,1,0,2,0,0,0,1,1,-1,5,-4.5,0.25,110.25,1,13,6,78,0,0,0,1,0,0,0,1,0,0,1,0,142.5,157,0,2.2266667064,6.922,1,112,21112,5,,-3.424024332936,-3.424024332936,-3.424024332936,-3.424024332936,-3.424024332936
,Dartmouth,HOME,Ivy,Albany,American East,"Nov 13, 2024","Hanover, NH",721,1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-1,-14,-4.5,-342.25,-72.25,0,7,15,105,1,0,0,0,0,0,0,1,0,0,1,0,150.5,160,0,6.7453514004,6.922,1,112,21112,10,,-37.366331485996,-37.366331485996,-37.366331485996,-37.366331485996,-37.366331485996
,Dartmouth,AWAY,Ivy,Boston University,Patriot,"Nov 16, 2024","Boston, MA",877,1,0,1,0,0,0,1,0,3,0,0,0,0.666666666666667,0.444444444444445,-4,-28,4.5,-552.25,-182.25,0,4,29,116,0,0,0,0,0,0,0,0,0,0,1,0,134.5,128,0,6.693827389,6.922,1,212,21212,15,,-46.59333872611,-46.59333872611,-46.59333872611,-46.59333872611,-46.59333872611
Davidson,,,,,,,,,,,,,,,1,1,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48346823719956,0.459017170631112,4.507919303768,2.86300615470177,4.96693647439911
,Davidson,AWAY,A10,Bowling Green,MAC,"Nov 8, 2024","Bowling Green, OH",1960,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-1,6,-5.5,0.25,110.25,1,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,147.5,176,0,31.3352303768,24.752,1,212,21212,30,,4.507919303768,4.507919303768,4.507919303768,4.507919303768,4.507919303768
,Davidson,HOME,A10,East Tennessee St.,Southern,"Nov 16, 2024","Davidson, NC","2,490",1,0,0,0,0,0,1,2,1,0.666666666666667,0,0,0.333333333333333,0.111111111111111,0,6,-6.5,-0.25,90.25,0,11,7,77,0,0,0,1,0,0,0,1,0,0,1,0,143.5,146,0,38.3948392853333,24.752,1,112,21112,40,,0.459017170631112,0.459017170631112,0.459017170631112,0.459017170631112,0.459017170631112
Dayton,,,,,,,,,,,,,,,0.666666666666667,0.666666666666667,,,,,,,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9852057195547,-4.7374401127513,17.8737706512792,11.3424850319139,18.1215362580826
,Dayton,HOME,A10,Saint Francis,NEC,"Nov 4, 2024","Dayton, OH","13,407",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,-22.5,56.25,306.25,1,30,0,0,0,0,0,0,0,1,0,0,1,0,0,1,136.5,144,0,61.1410651279169,44.569,1,112,21112,15,,17.8737706512792,17.8737706512792,17.8737706512792,17.8737706512792,17.8737706512792
,Dayton,HOME,A10,Ball St.,MAC,"Nov 13, 2024","Dayton, OH",13407,1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-1,8,-15.5,-56.25,6.25,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141.5,146,0,83.4787887248699,44.569,1,112,21112,22,,-4.7374401127513,-4.7374401127513,-4.7374401127513,-4.7374401127513,-4.7374401127513
,Dayton,HOME,A10,Northwestern,Big Ten,"Nov 9, 2024","Dayton, OH",13407,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5,-4.5,0.25,110.25,1,10,13,130,0,0,0,1,0,0,0,1,0,0,1,0,136.5,137,0,83.4358719554699,44.569,1,111,22111,30,,4.9852057195547,4.9852057195547,4.9852057195547,4.9852057195547,4.9852057195547
Delaware,,,,,,,,,,,,,,,1,0,,,,,,,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.14683300889822,-41.7597090088982,53.3981283846178,48.0778767240497,5.49158636682138
,Delaware,HOME,CAA,Bucknell,Patriot,"Nov 4, 2024","Newark, DE","1,775",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-12,-4.5,-272.25,-42.25,0,12,12,144,1,0,0,0,0,0,0,1,0,0,1,0,141.5,158,0,38.2817991101778,16.702,1,112,21112,20,,-41.7597090088982,-41.7597090088982,-41.7597090088982,-41.7597090088982,-41.7597090088982
,Delaware,HOME,CAA,Robert Morris,Horizon,"Nov 7, 2024","Newark, DE","1,402",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,-7.5,-12.25,42.25,0,5,11,55,0,0,0,1,0,0,0,1,0,0,1,0,147.5,158,0,38.2817991101778,16.702,1,112,21112,30,,-6.14683300889822,-6.14683300889822,-6.14683300889822,-6.14683300889822,-6.14683300889822
,Delaware,AWAY,CAA,Iona,MAAC,"Nov 12, 2024","New Rochelle, NY","2,028",1,0,1,0,0,0,1,0,2,0,0,0,0.5,0.25,-1,6,6.5,156.25,506.25,1,13,2,26,0,1,0,1,0,0,0,0,1,0,1,0,154.5,122,0,38.2974384617778,16.702,1,212,21212,35,,53.3981283846178,53.3981283846178,53.3981283846178,53.3981283846178,53.3981283846178
Delaware St.,,,,,,,,,,,,,,,0.5,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.764767447013,-6.533613394254,12.06314828828,13.1498962938299,5.529534894026
,Delaware St.,AWAY,MEAC,Columbia,Ivy,"Nov 9, 2024","New York, NY",782,1,0,1,0,0,0,1,2,0,1,0,0,-1,-1,4,-21,12.5,-72.25,2.25,0,6,26,156,0,0,0,0,0,0,0,0,0,0,0,0,153.5,145,0,-1.3553394254,16.999,1,212,21212,10,,-6.533613394254,-6.533613394254,-6.533613394254,-6.533613394254,-6.533613394254
,Delaware St.,AWAY,MEAC,Virginia Tech,ACC,"Nov 4, 2024","Blacksburg, VA",4453,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23,18.5,-20.25,30.25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,141.5,143,0,5.447528828,16.999,1,211,21211,15,,12.06314828828,12.06314828828,12.06314828828,12.06314828828,12.06314828828
Denver,,,,,,,,,,,,,,,0.666666666666667,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9078929699298,3.579873405896,61.462313175006,29.2731016710954,89.9500795508318
,Denver,AWAY,Summit,Stanford,ACC,"Nov 4, 2024","Stanford, CA","2,286",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23,17.5,-30.25,20.25,0,2,27,54,0,0,0,0,0,0,0,0,0,0,0,0,147.5,147,0,22.7972405896,11.969,1,211,21211,50,,3.579873405896,3.579873405896,3.579873405896,3.579873405896,3.579873405896
,Denver,AWAY,Summit,Colorado St.,Mountain West,"Nov 12, 2024","Fort Collins, CO","4,000",1,0,1,0,1,1,1,2,0,1,0,0,-0.5,-0.25,1,-9,21.5,156.25,506.25,1,3,12,36,0,0,0,0,0,0,0,0,1,0,0,1,153.5,139,0,21.1343175006,11.969,1,212,22212,22,,61.462313175006,61.462313175006,61.462313175006,61.462313175006,61.462313175006
,Denver,HOME,Summit,Montana St.,Big Sky,"Nov 17, 2024","Denver, CO",851,1,0,0,0,1,1,1,1,2,0.333333333333333,0,0,0.166666666666667,0.0277777777777779,-1,1,5.5,42.25,272.25,1,21,3,63,0,1,0,1,0,0,0,0,1,0,1,0,148.5,157,0,21.1954192152,11.969,1,112,22112,40,,24.9078929699298,24.9078929699298,24.9078929699298,24.9078929699298,24.9078929699298
DePaul,,,,,,,,,,,,,,,1,0.5,,,,,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0224970800491,-18.5764172153389,86.4301455912591,44.5955432936149,177.898722536018
,DePaul,HOME,Big East,Southern Indiana,Ohio Valley,"Nov 4, 2024","Chicago, IL","3,051",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-14.5,-156.25,-6.25,0,9,6,54,0,0,0,1,0,0,1,1,0,0,0,0,146.5,158,0,60.2404784661128,-17.123,1,112,21112,10,,-18.5764172153389,-18.5764172153389,-18.5764172153389,-18.5764172153389,-18.5764172153389
,DePaul,HOME,Big East,Mercer,Southern,"Nov 11, 2024","Chicago, IL","2,913",1,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,31,-8.5,506.25,1056.25,1,39,0,0,0,0,0,0,0,1,0,0,1,0,1,0,157.5,159,0,105.022659125913,-17.123,1,112,21112,25,,86.4301455912591,86.4301455912591,86.4301455912591,86.4301455912591,86.4301455912591
,DePaul,HOME,Big East,Prairie View A&M,SWAC,"Nov 7, 2024","Chicago, IL","2,725",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,33,-16.5,272.25,702.25,1,35,0,0,0,0,0,0,0,1,0,0,1,0,0,0,152.5,151,0,60.2404784661128,-17.123,1,112,21112,35,,57.0315517846611,57.0315517846611,57.0315517846611,57.0315517846611,57.0315517846611
,DePaul,HOME,Big East,Duquesne,A10,"Nov 15, 2024","Chicago, IL","3,303",1,0,0,0,1,1,1,0,2,0,0,0,1,1,-9,26,-4.5,462.25,992.25,1,26,7,182,0,0,0,0,0,0,0,0,1,0,1,0,145.5,142,0,105.071637543713,-17.123,1,112,22112,20,,53.0134423754371,53.0134423754371,53.0134423754371,53.0134423754371,53.0134423754371
Detroit Mercy,,,,,,,,,,,,,,,1,1.33333333333333,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6453466565593,1.43927968093511,26.8145898353493,12.716457543636,40.8992161728437
,Detroit Mercy,AWAY,Horizon,Loyola Chicago,A10,"Nov 7, 2024","Chicago, IL","2,240",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,-22,24.5,6.25,156.25,1,2,23,46,0,0,0,0,0,0,0,0,0,0,0,1,140.5,152,0,10.1885835349333,8.951,1,212,21212,35,,26.8145898353493,26.8145898353493,26.8145898353493,26.8145898353493,26.8145898353493
,Detroit Mercy,HOME,Horizon,Niagara,MAAC,"Nov 10, 2024","Detroit, MI",807,1,0,0,0,0,0,1,1,1,0.5,0,0,0,0,0,6,-2.5,12.25,182.25,1,7,12,84,0,0,0,1,0,0,0,1,1,0,1,0,147.5,162,0,14.4897656559333,8.951,1,112,21112,25,,12.6453466565593,12.6453466565593,12.6453466565593,12.6453466565593,12.6453466565593
,Detroit Mercy,HOME,Horizon,Toledo,MAC,"Nov 16, 2024","Detroit, MI","1,098",1,0,0,0,0,0,1,2,1,0.666666666666667,0,0,0,0,0,-15,10.5,-20.25,30.25,0,3,20,60,0,0,0,0,0,0,0,0,0,0,0,0,153.5,149,0,20.1016014268444,8.951,1,112,21112,25,,1.43927968093511,1.43927968093511,1.43927968093511,1.43927968093511,1.43927968093511
Drake,,,,,,,,,,,,,,,1,0.5,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.143438363,-13.360683782,31.647560508,31.8256347467597,18.286876726
,Drake,HOME,Missouri Valley,Stephen F. Austin,WAC,"Nov 10, 2024","Des Moines, IA",2627,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,15,-4.5,110.25,420.25,1,17,6,102,0,0,0,0,0,1,0,0,1,0,1,0,139.5,117,0,-1.0006492,63.597,1,112,21112,20,,31.647560508,31.647560508,31.647560508,31.647560508,31.647560508
,Drake,HOME,Missouri Valley,Florida Gulf Coast,ASUN,"Nov 16, 2024","Des Moines, IA","2,862",1,0,0,0,0,0,1,0,3,0,0,0,1,1,-4,2,-11.5,-90.25,0.25,0,5,5,25,0,0,0,1,0,0,1,1,0,0,0,0,141.5,124,0,51.7199218,63.597,1,112,21112,34,,-13.360683782,-13.360683782,-13.360683782,-13.360683782,-13.360683782
Drexel,,,,,,,,,,,,,,,1,2,,,,,,,0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4157864808196,11.4337099825927,87.3073148030267,41.9356570141368,117.156811266439
,Drexel,HOME,CAA,Colgate,Patriot,"Nov 9, 2024","Philadelphia, PA","1,507",1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,17,3.5,420.25,930.25,1,17,0,0,0,1,0,0,0,1,0,0,1,0,1,0,143.5,129,0,19.9839803026667,16.136,1,112,22112,5,,87.3073148030267,87.3073148030267,87.3073148030267,87.3073148030267,87.3073148030267
,Drexel,AWAY,CAA,Temple,American,"Nov 12, 2024","Philadelphia, PA","4,547",1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,-8,6.5,-2.25,72.25,0,3,12,36,0,0,0,0,0,0,0,0,0,0,1,0,142.5,130,0,35.8970982592667,16.136,1,212,21212,35,,11.4337099825927,11.4337099825927,11.4337099825927,11.4337099825927,11.4337099825927
,Drexel,HOME,CAA,La Salle,A10,"Nov 16, 2024","Philadelphia, PA","1,948",1,0,0,0,0,0,1,3,0,1,0,0,-0.333333333333333,-0.111111111111111,1,-3,4.5,2.25,132.25,1,1,16,16,0,0,0,0,0,0,0,0,0,0,1,0,138.5,139,0,35.8637591930667,16.136,1,112,21112,35,,18.4157864808196,18.4157864808196,18.4157864808196,18.4157864808196,18.4157864808196
Duke,,,,,,,,,,,,,,,0.75,1,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57223449511402,-15.6761734878773,82.2988298241251,43.6282536776274,79.7671253264758
,Duke,HOME,ACC,Maine,American East,"Nov 4, 2024","Durham, NC","9,314",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,-32.5,2.25,132.25,1,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,139.5,158,0,64.6611968333333,74.792,1,112,21112,15,,-3.32078803166667,-3.32078803166667,-3.32078803166667,-3.32078803166667,-3.32078803166667
,Duke,HOME,ACC,Army,Patriot,"Nov 8, 2024","Durham, NC","9,314",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,42,-33.5,72.25,342.25,1,42,1,42,0,0,0,0,0,1,0,0,1,0,0,1,143.5,158,0,77.3116021894667,74.792,1,112,21112,20,,16.4652570218947,16.4652570218947,16.4652570218947,16.4652570218947,16.4652570218947
,Duke,NEUTRAL,ACC,Kentucky,SEC,"Nov 12, 2024","Atlanta, GA","16,107",1,1,0,1,1,1,0,2,0,1,0,0,0,0,0,-5,-6.5,-132.25,-2.25,0,10,6,60,1,0,0,0,0,0,0,1,0,0,1,0,159.5,149,0,77.4363512122667,74.792,1,321,22321,40,,-15.6761734878773,-15.6761734878773,-15.6761734878773,-15.6761734878773,-15.6761734878773
,Duke,HOME,ACC,Wofford,Southern,"Nov 16, 2024","Durham, NC","9,314",1,0,0,0,0,0,1,1,2,0.333333333333333,0,0,0.333333333333334,0.111111111111112,-1,51,-24.5,702.25,1332.25,1,51,2,102,0,0,0,0,0,1,0,0,1,0,0,1,148.5,121,0,77.1302379680667,74.792,1,112,21112,30,,82.2988298241251,82.2988298241251,82.2988298241251,82.2988298241251,82.2988298241251
Duquesne,,,,,,,,,,,,,,,0.666666666666667,1.33333333333333,,,,,,,3.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.73349873104,-37.68833509104,6.44030090896,22.091298785456,-44.98153291312
,Duquesne,HOME,A10,Lipscomb,ASUN,"Nov 4, 2024","Pittsburgh, PA",2274,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5,-3.5,-72.25,2.25,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,148.5,149,0,3.819726896,42.907,1,112,21112,25,,-13.73349873104,-13.73349873104,-13.73349873104,-13.73349873104,-13.73349873104
,Duquesne,NEUTRAL,A10,Princeton,Ivy,"Nov 8, 2024","Trenton, NJ",2247,1,1,0,0,0,0,1,1,0,1,0,0,-1,-1,1,-7,5.5,-2.25,72.25,0,11,7,77,0,0,0,0,0,0,0,1,0,0,1,0,146.5,143,0,2.293190896,42.907,1,312,21312,30,,6.44030090896,6.44030090896,6.44030090896,6.44030090896,6.44030090896
,Duquesne,AWAY,A10,DePaul,Big East,"Nov 15, 2024","Chicago, IL","3,303",1,0,1,0,0,0,0,3,0,1,0,0,-1,-1,9,-26,4.5,-462.25,-132.25,0,7,26,182,0,0,0,0,0,0,0,0,0,0,1,0,145.5,142,0,2.293190896,42.907,1,211,21211,10,,-37.68833509104,-37.68833509104,-37.68833509104,-37.68833509104,-37.68833509104
East Carolina,,,,,,,,,,,,,,,1,1.5,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28513633361665,-6.943543210926,17.5138158781593,17.2939644618067,10.5702726672333
,East Carolina,HOME,American,Coastal Carolina,Sun Belt,"Nov 9, 2024","Greenville, NC",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,-12.5,-72.25,2.25,0,9,5,45,0,0,0,1,0,0,1,1,0,0,0,0,135.5,122,0,21.7645789074,10.686,1,112,21112,20,,-6.943543210926,-6.943543210926,-6.943543210926,-6.943543210926,-6.943543210926
,East Carolina,HOME,American,George Mason,A10,"Nov 16, 2024","Greenville, NC","3,916",1,0,0,0,0,0,1,2,2,0.5,0,0,0.5,0.25,-1,1,1.5,6.25,156.25,1,7,5,35,0,1,0,1,0,0,1,1,0,0,1,0,136.5,155,0,28.8241878159333,10.686,1,112,21112,20,,17.5138158781593,17.5138158781593,17.5138158781593,17.5138158781593,17.5138158781593
East Tennessee St.,,,,,,,,,,,,,,,1,1,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.9242157121884,-46.079236906742,12.2308054823653,41.2314263846128,-33.8484314243767
,East Tennessee St.,HOME,Southern,Eastern Kentucky,ASUN,"Nov 8, 2024","Johnson City, TN","2,435",1,0,0,0,0,0,1,0,1,0,0,0,2,4,-4,-4,-11.5,-240.25,-30.25,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,150.5,160,0,32.4299093258,17.863,1,112,21112,25,,-46.079236906742,-46.079236906742,-46.079236906742,-46.079236906742,-46.079236906742
,East Tennessee St.,AWAY,Southern,Davidson,A10,"Nov 16, 2024","Davidson, NC","2,490",1,0,1,0,0,0,1,2,0,1,0,0,-0.333333333333333,-0.111111111111111,0,-6,6.5,0.25,110.25,1,7,11,77,0,0,0,0,0,0,0,1,0,0,1,0,143.5,146,0,44.5486149032,17.863,1,212,21212,35,,12.2308054823653,12.2308054823653,12.2308054823653,12.2308054823653,12.2308054823653
East Texas A&M,,,,,,,,,,,,,,,0.5,0.25,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.976180090152,17.209855708758,46.343603708758,12.633793800558,115.50581959782
,East Texas A&M,AWAY,Southland,Iowa,Big Ten,"Nov 4, 2024","Iowa City, IA",7879,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-22,30.5,72.25,342.25,1,2,29,58,0,0,0,0,0,0,0,0,1,0,0,1,154.5,156,0,16.4939708758,13.773,1,211,21211,15,,46.343603708758,46.343603708758,46.343603708758,46.343603708758,46.343603708758
